text,"['Name_Calling,Labeling']","['Exaggeration,Minimisation']","['Doubt', 'Appeal_to_fear-prejudice']",['Black-and-White_Fallacy'],"['Straw_Men', 'Whataboutism', 'Red_Herring']",['Bandwagon'],['Flag-Waving'],"['Repetition', 'Slogans']"
We kept our Google efforts non-partisan and followed our company’s protocols for the elections strategy.,1,0,0,0,0,0,0,0
"Latinos voted in record-breaking numbers, particularly with early votes.",0,1,0,0,0,0,0,0
"Carlson cited Dr. Robert Epstein, a social scientist and an expert on Google, who has said, in Carlson’s words, “Google alone could determine the outcome of almost any election just by altering its search selections and we would never know it.",0,0,0,0,0,0,0,0
"Robert Epstein, a social scientist and an expert on Google, who has said, in Carlson’s words, “Google alone could determine the outcome of almost any election just by altering its search selections and we would never know it.",0,1,0,0,0,0,0,0
This wasn’t a get-out-the-vote effort or whatever they say.,1,0,0,0,0,0,0,0
"It was aimed only at one group, a group that Google cynically assumed would vote exclusively for the Democratic Party.",0,0,0,0,0,0,0,0
"“Their only defense was that the activities they described were either non-partisan or were not officially taken by the company,” Carlson said Monday night, describing Google’s official response to his requests for comment, before challenging the company’s response: “But of course they were both.",1,0,0,0,0,0,0,1
Plenty of people in Google knew what was going on and we haven’t seen any evidence anyone at Google disapproved of it and tried to rein it in.,0,0,0,0,0,0,0,0
"We promoted our partner the Latino Community Foundation’s non-partisan #YoVoyaVotaryTu (I’m going to vote, are you?) campaign and leveraged our social media influencer friends’ reach to hit over 11M impressions with that hashtag.",1,0,0,0,0,0,0,0
campaign and leveraged our social media influencer friends’ reach to hit over 11M impressions with that hashtag.,1,0,0,0,0,0,0,0
"But she did not: She went on for another several paragraphs on the first page and an extra three pages to admit the openly partisan intent of Google’s actions, including a remarkable in-writing confirmation that at least one of Google’s actions amounted to a “silent donation”—something that could raise Federal Election Commission (FEC) red flags if authorities decide to launch an official investigation into this matter, now that these emails have been publicly revealed.",1,0,0,0,0,0,0,0
We hosted an event with over 200 people and a hangout with social media influencers about the power of the Latino vote and the new research Nielsen published about the Latino electorate.,0,0,0,0,0,0,0,1
"It is in the next paragraph that Murillo openly admits that Google made a “silent donation,” in her words, paying for rides to polls via leftist organization Voto Latino.",1,0,0,0,0,0,0,1
We also supported partners like Voto Latino to pay for rides to the polls in key states (silent donation).,1,0,0,0,0,0,0,0
No one did.,0,1,0,0,0,0,0,0
We saw headlines like this about early voter turn out and thought that this was finally the year that the ‘sleeping giant’ had awoken.,1,0,0,0,0,0,0,0
"Under that was a tweet from Jon Ralston of Ralston Reports in Nevada saying, among other things, that “Trump is dead” because of Latino turnout in early voting in the state.",0,0,0,0,0,0,0,1
"Murillo’s email continues by including another headline, this time from the New Yorker’s Benjamin Wallace-Wells: “Latino Voters Show Trump What It Means to Be American.",0,0,0,0,0,0,1,0
"” The sub-headline, “Hispanic voters were supposed to be one of Clinton’s blue firewalls—but one in three ended up splitting for Trump,” is also included in Murillo’s Google email.",1,0,0,0,0,0,0,0
"After that, Murillo says she cannot communicate with key organizers of the effort by Google and its partners—a project known as HOLA—because she is afraid of secret pro-Trump spies on the listservs created.",1,0,0,0,0,0,0,0
"She also says those involved in Google’s get-out-the-vote efforts were openly seeking consolation after Clinton lost, and that she and another person cried after Trump won – for the first time they have cried due to an election result.",0,0,0,0,0,0,0,0
"There is a thread right now among the core HOLA group where people are sharing how much they hurt, how much they need support right now, and that they are coordinating in different offices to meet up to just hold each other.",0,0,0,0,0,0,0,0
"Another said, ‘I’ve never cried after an election until last night.",0,0,0,0,0,0,0,0
"In the next paragraph, Murillo wrote that this election result hurt her badly.",0,0,0,0,0,0,0,0
"“I’m in shock and it hurts more than I could have ever imagined, but trying to stay optimistic and keep my head high,” Murillo wrote.",0,1,0,0,0,0,0,0
"At the top of the fourth page of the email, Murillo asks her colleagues at Google to give out a “smile” to grieving leftist Latinos who work at the company.",1,0,0,0,0,0,0,0
“They are probably hurting right now.,0,0,0,0,0,0,0,0
This email leaked to Fox News and Breitbart News and is now likely to become a centerpiece in the case that Google is throwing its weight around to interfere in elections in the United States in a partisan manner against the duly elected President of the United States.,1,0,0,0,0,0,0,0
"Gevelber continued by commending everyone she said, “worked so hard to ensure all the Get out the Vote were done in Spanish” that their efforts “made a giant difference” in the election “to Googlers and beyond.",0,1,0,0,0,0,0,1
"President Trump and Republicans have just begun scratching the surface of bias against them among Silicon Valley’s elite, including, perhaps foremost alongside Facebook, from Google.",0,0,0,0,0,0,0,0
"We brought the same research to the LATISM conference, where people were beyond thrilled to see Google’s support and acknowledgment of the Latino community.",0,0,0,0,0,0,0,0
"She also admits the election result was a “loss,” another indication that Google’s efforts were clearly attempting to use company resources to elect Democrat Clinton over Republican Trump and influence the results of the election.",0,0,1,0,0,0,0,0
"Democrats’ search and destroy strategy is disgraceful and this process has been a total sham and effort to delay, obstruct, and resist.",1,0,0,0,0,0,0,0
"In much of her testimony, Ford came across as presentable and seemingly credible, though vague and sometimes evasive, her ridiculous overall story notwithstanding.",0,0,0,0,0,0,0,0
I hope the American people can see through this sham.,0,0,0,0,0,0,1,0
"Orrin Hatch (R-Utah) attacked Democrats, blaming them for the “circus atmosphere that has been created” since they first Ford's allegations to the media “two weeks ago, after sitting on them for six weeks.",0,0,0,0,0,0,0,0
"” Taking a shot at Stormy Daniels attorney Michael Avenatti, Hatch said “porn star lawyers with facially implausible claims are driving the news cycle.",1,0,1,0,0,0,0,0
"“I hate to say this, but this is worse than Robert Bork, and I didn't think it could get any worse than that. This is worse than Clarence Thomas. I didn't think it could get any worse than that. This is a national disgrace, the way you're being treated.",0,1,0,0,0,0,0,0
"This is a national disgrace, the way you're being treated.",0,0,0,0,0,0,1,0
"A handful of Democrat senators, including the perpetually vulnerable red-state senator, Joe Manchin of West Virginia, are reportedly considering voting to confirm Kavanaugh when the nomination goes before the full Senate.",1,0,0,0,0,0,0,0
"While questioning Kavanaugh, Graham lambasted the confirmation process the judge has been put through, calling it “the most unethical sham since I've been in politics.",0,1,0,0,0,0,0,0
I didn't think it could get any worse than that.,0,0,0,0,0,0,0,1
The nominee and Republican senators used the opportunity to attack desperate Democrats for their efforts at character assassination.,0,0,0,0,0,0,0,1
"The judge forcefully stood up for himself as his voice trembled with righteous indignation, calling out Democratic senators for plotting against him.",0,0,0,0,0,0,0,0
"And then, and then as no doubt was expected, if not planned, came a long series of false last-minute smears designed to scare me and drive me out of the process before any hearing occurred.",0,0,0,0,0,0,0,1
"Afraid of their own shadows, committee Republicans didn’t relish the prospect of their all-male team of 11 senators questioning a woman so they hired sex-crimes prosecutor Rachel Mitchell of Maricopa County, Arizona, to examine Ford.",1,0,0,0,0,0,0,0
"“Hard to do much else when the witness conveniently has no corroborating evidence, no memory of any verifiable facts of what happened, and everyone she says was present at the alleged incident--even her best friend--has denied it.”",0,0,1,0,0,0,0,0
"She failed to lay a glove on a witness whose implausible, internally contradictory story cried out for vigorous cross-examination.",0,0,0,0,0,0,0,0
"Mazie Hirono of Hawaii tried to help Ford, lobbing her softballs.",0,0,0,0,0,0,0,0
"Strangely, Ford has a bad long-term memory and a bad short-term memory.",0,0,1,0,0,0,0,0
"), who is frequently a target of conservatives for going rogue on important issues, partly redeemed himself in the eyes of many conservatives.",0,0,0,0,0,0,0,0
"What you want to do is destroy this guy's life, hold this seat open and hope you win in 2020.",0,0,0,0,0,0,0,0
"“Boy, you all want power,” he shouted.",0,0,0,0,0,0,0,0
"“To my Republican colleagues, if you vote no, you're legitimizing the most despicable thing I have seen in my time in politics.",0,1,1,0,0,0,0,0
I hope you never get it.,0,0,0,0,0,0,0,0
” This “has brought us the worst in our politics.,0,1,0,0,0,0,0,0
The Senate must vote!,0,0,0,0,0,0,0,0
Kavanaugh stole the show.,0,0,0,0,0,0,0,0
"Ford, is there a political motivation for your coming forward with your account of the assault by Brett Kavanaugh?",0,0,1,0,0,0,0,0
"“Nowhere in any of these six FBI reports, which committee investigators have reviewed on a bipartisan basis, was there a whiff of any issue – any issue at all related in any way to inappropriate sexual behavior,” Grassley said.",0,0,0,0,0,0,0,1
"Which leads me then to wonder: If they're really concerned with going to the truth, why wouldn't you want to talk to the accused?",0,0,1,0,0,0,0,0
The committee can't do an investigation if attorneys are stonewalling.,0,0,0,0,0,0,0,0
"And then remember how the pope had apologised-except-not-really because the accusations are, after all, still lies, and that there’s still “no evidence” against Barros…?",0,0,1,0,0,0,0,0
"“No evidence…” Lie big, lie often, and when caught, keep lying.",0,0,0,0,0,0,0,0
"If someone is gay and is searching for the Lord and has good will, then who am I to judge him?",0,0,0,0,0,0,0,0
"This means that his use of this language was a conspiratorial wink and nod to his immediate audience, a sly message to say, “People talk all the time about a gay lobby, but you and I both know this is mostly nonsense, propaganda from those people… those conservatives…We cool and hip people don’t hate gays, do we?”",0,0,1,0,0,0,0,0
"Of course this would be of little interest to secular journalists, who have paid no mind to his habit of rewriting Catholicism, but the sex abuse crisis is something secular journalists are very interested in, a fact Bergoglio seems not to have understood.",1,0,0,0,0,0,0,1
"Hey, remember five minutes ago when Pope Francis shouted at a reporter in Chile that there was “no evidence” supporting complaints against his good friend Bishop Juan Barros?",1,0,0,0,0,0,0,0
"And, just for good measure he accused the people accusing him – victims of sexual abuse by Barros’ mentor, the convicted sex-predator Karadima – of committing “calumny”?",1,0,0,0,0,0,0,0
"It also calls into question his stated empathy with abuse survivors, compounding the most serious crisis of his five-year papacy.",0,0,1,0,0,0,0,0
"When, after several attempts and three months later[2], Muller was able to get an audience with the pope to ask the reason, he received the response, “I am the pope, I do not need to give reasons for any of my decisions. I have decided that they have to leave and they have to leave.” Marco Tosatti reports the CDF incident, but it follows an odd story of a meeting of curial officials to discuss certain bishop appointments.",0,0,0,0,0,0,0,0
"One of the many things these secular reporters seem not to be paying attention to is that “no evidence” is in fact a well-rehearsed, stock response for Bergoglio.",1,0,0,0,0,0,0,0
He said almost exactly the same in 2013 when confronted about another predatory homosexual he was sheltering.,1,0,0,0,0,0,0,0
"His standard one: “No evidence.” About Monsignor Ricca: I did what canon law calls for, that is a preliminary investigation.",0,0,0,0,0,0,0,0
"Several more similar cases, all of whom were rebuffed in their attempts to meet with Bergoglio, are detailed here, for the strong-of-stomach. A virtuoso performance-liar",0,0,0,0,0,0,0,0
"At the time, the papal apologists sprang instantly into action and we heard all about how the pope was talking strictly within the boundaries of Catholic doctrine.",1,0,0,0,0,0,0,0
"The problem is in making a lobby of this tendency: a lobby of misers, a lobby of politicians, a lobby of masons, so many lobbies.",0,0,0,0,0,0,0,0
"This means that his use of this language was a conspiratorial wink and nod to his immediate audience, a sly message to say, “People talk all the time about a gay lobby, but you and I both know this is mostly nonsense, propaganda from those people… those conservatives…We cool and hip people don’t hate gays, do we?",1,0,0,0,0,0,0,0
"We are simply asked to take the pope’s word for it, but given that it follows his astoundingly brazen lie that there was no evidence for Ricca’s homosexual activity in the first place, we can take the assurance for what it seems to be worth.",0,0,0,0,0,0,0,0
"Next, after another little inside nudge-nudge-wink-wink joke about the “gay lobby” – implying (but of course never outright saying) that the whole thing is hysterical nonsense – we hear a direct contradiction to Catholic teaching from no less a source than his predecessor, Pope Benedict Ratzinger.",0,0,0,0,0,0,0,0
Squandering the capital of trust,0,0,0,0,0,0,0,0
Believing Catholics have watched aghast as this pope has habitually trampled on every aspect of Catholic teaching.,0,0,0,0,0,0,0,0
"Sandro Magister recently published a piece on his website that listed in dizzying detail the many times, in only the last few months, that pope Francis has falsified with obvious intention, the words of Christ in Scripture and the teaching of the Church.",0,0,0,0,0,0,0,0
"It is now irrefutable that Pope Bergoglio is a habitual liar – that in fact truth, like reality, seems to mean nothing to him except as a tool.",1,0,0,0,0,0,0,0
"With a professional confidence trickster on the papal throne, blatantly using lies and manipulation to maintain power and ram through an agenda at radical variance with Catholic doctrine, how long before that predictable disintegration occurs?",1,0,0,0,0,0,0,0
"I have seen a veritable chorus of Catholics on social media declaring that if Paul VI is canonised, their loss of faith in the Church as an institution will be complete.",0,0,1,0,0,0,0,0
"He has no more resources of trust even among the people he has chosen to surround himself with and after the reports of Cardinal Sandri going toe-to-toe with him in a shouting match, it seems that perhaps even his legendary vicious temper tantrums are failing to have the desired effect of terrorising his subordinates into submission.",0,0,0,0,0,0,0,0
"It may seem like a moment to enjoy, seeing the apparently unbreachable shell of papal teflon finally cracking, but in reality this situation is potentially very harmful for souls in the long run.",0,0,0,0,0,0,0,0
[1] And remember when Cardinal O’Malley told the pope off in public over the “pain” these accusations had caused the victims of sexual abuse?,0,0,0,0,0,0,0,0
"Nicole Winfield and the Associated Press dropped the bomb that the information came directly from the victims, whom Francis had dismissed and refused to meet with on his trip, and delivered through his own Commission on sexual abuse:",0,0,0,0,0,0,0,0
"” Juan Carlos Cruz, the Karadima victim whose membership on the Commission the Vatican had blocked, told AP, “Cardinal O’Malley called me after the pope’s visit here in Philadelphia and he told me, among other things, that he had given the letter to the pope – in his hands.",0,0,0,0,0,0,0,1
The hoopla surrounding the “Who am I to judge” comment tends to obscure the context of the comment.,0,0,0,0,0,0,0,0
So flagrant was Ricca’s behaviour that it took intervention by Uruguay’s nuncio to have him removed.,0,0,0,0,0,0,0,0
"As “Marcantonio Colonna” wrote in the Dictator Pope, “In fact his patronage of Monsignor Ricca fits the pattern which was well established when he was Archbishop of Buenos Aires, whereby he surrounds himself with morally weak people so as to have them under his thumb.",0,0,0,0,0,0,0,0
"It was at this early “no evidence” comment on the plane home from Rio that some of those paying attention started to understand that Bergoglio’s policy is in line with that of certain leaders of the past who recommended that if a politician was going to lie, he should lie big and lie brazenly.",0,1,0,0,0,0,0,0
A virtuoso performance-liar,1,0,0,0,0,0,0,0
"Looking back and carefully examining his record, Jorge Bergoglio’s mastery of using the weaknesses of morally compromised men is becoming evident.",0,0,0,0,0,0,0,0
"The first part of that interview is a blatant and enormous lie, and it was from there that the pope moved on to his apology for homosexuality in general.",0,0,0,0,0,0,0,0
"(Don’t forget, no question is asked in a papal interview without being thoroughly vetted ahead of time.",0,0,0,0,0,0,0,0
"This was the pope laying out his policy regarding homosexuality, a policy for which he was duly rewarded by being lauded on the cover of the homosexualist lobby’s US trade magazine.",0,0,0,0,0,0,0,0
That is a danger.,0,0,1,0,0,0,0,0
"Language counts in politics, and a pope using that term means he is by implication starting the discussion – and his pontificate – by aligning himself with the basic tenets of a movement that is violently opposed to Catholic moral teaching, and in direct opposition to his immediate, and still living, predecessor.",0,0,0,0,0,0,0,0
The “tendency” is called in the same catechism you quote “intrinsically disordered” and Ratzinger was very clear that this “tendency” is a sign of a serious emotional dysfunction that “must” preclude a man from being ordained.,0,0,0,0,0,0,0,0
"Considering how much trust the Catholic faithful had in the papacy until about 1965, how much un-earned trust Francis started with just by being elected, this pontificate should be remembered as one of the great confidence scams in history.",0,0,0,0,0,0,0,0
"They warn that the general loss of trust in institutions leads to a general state of chaos, in which laws on the books matter little as citizens turn to their last resort of protecting themselves and their own families.",0,0,1,0,0,0,0,0
"Already fractured since the collapse of all Catholic institutions after Vatican II and the horrors of the sex abuse crisis, how much will there be to repair of the once-steadfast trust Catholics instinctively had in the Church after this?",0,0,0,0,0,0,0,0
This is slander and calumny.,0,0,0,0,0,0,0,0
[6] Not that anyone in Rome was trying very hard.,0,0,1,0,0,0,0,0
Ever thought that the academic discipline of history has gone to the Diversity dogs?,1,0,0,0,0,0,0,0
"The report’s visual representation of the results (right) shows how race, gender and ethnicity (or their variants) stand out as the history chart-toppers at Australian universities.",1,0,0,0,0,0,0,0
"The (generally libertarian) Institute of Public Affairs (IPA) last week released a major report, The Rise of Identity Politics: An Audit of History Teaching at Australian Universities in 2017 PDF ] by Dr Bella d’Abrera [ Email her ] (PhD in History, University of Cambridge,).",1,0,0,0,0,0,0,0
"Even funerals of Ebola victims can be a risk, if mourners have direct contact with the body of the deceased.",0,0,1,0,0,0,0,0
"Stütz also quotes in the article itself Father Franz Harant, “a pastoral worker in the field of marriage and the family” at the Ursulinenkirche in Linz. Harant himself shows himself a supporter of blessings for homosexual couples, and he makes here an explicit reference to Amoris Laetitia. As Stütz reports:",0,0,0,0,0,0,0,0
"He sees himself in this in union with Pope Francis who himself says in his magisterial document Amoris Laetitia that “each person, independent of his sexual orientation, is to be respected in his dignity and welcomed with respect. As the Austrian Catholic website Kath.",0,0,0,0,0,0,0,0
"Franziskus Church, the other of the two parishes that welcome homosexual couples, appreciates this blessing ritual for Valentine's Day, saying it has “an enormous power.” During the ceremony, couples come forward in church and receive a hand on their foreheads and a sign of the cross.",0,0,0,0,0,0,0,0
"According to a report by the Associated Press, Francis made the shocking comments in a discussion about Rev.",0,0,0,0,0,0,0,0
” The pope’s remarks drew shock from Chileans and immediate rebuke from victims and their advocates.,0,0,0,0,0,0,0,1
"Fernando Karadima, such accusations against Barros are “all calumny.",0,0,0,0,0,0,0,0
"Karadima’s victims reported to church authorities as early as 2002 that he would kiss and fondle them in the swank Santiago parish he ran, but officials refused to believe them.",0,0,0,0,0,0,0,0
"“These people are truly crazy, and the pontiff talks about atonement to the victims.",1,0,0,0,0,0,0,0
Shock!,0,0,0,0,0,0,0,0
Pope Francis is now attacking the credibility of child sex abuse victims in a shocking move made at the end of a trip to Chile in which he had hoped to “heal” the wounds of said abuse.,0,0,0,0,0,0,0,0
"@ Theresa_May, don’t focus on me, focus on the destructive Radical Islamic Terrorism that is taking place within the United Kingdom.",0,0,0,0,1,0,0,0
We are doing just fine!” .,0,0,0,0,0,0,0,0
"@Theresa_May, don’t focus on me, focus on the destructive Radical Islamic Terrorism that is taking place within the United Kingdom.",0,0,0,0,1,0,0,0
We are doing just fine!,0,0,0,0,0,0,0,0
"I’m not sure we’re doing just fine, but Trump is right that the real problem is jihad terror and Sharia supremacism, and British authorities want to ignore that and shoot the messenger.",0,0,1,0,0,0,0,0
"And so Chris Bryant, “a senior Labour backbencher, has written to May urging her to go further, and issue an official ban on Donald Trump from entering the UK on the grounds he is condoning fascism and his presence is ‘not conducive to the public good’, a senior Labour MP has said.",0,0,1,0,0,0,0,0
"In any case, note well: the letter to me from the UK Home Office said that I was banned for saying that “[Islam] is a religion and is a belief system that mandates warfare against unbelievers…”",0,0,1,0,0,0,0,0
"The UK Home Office also admitted Shaykh Hamza Sodagar into the country, despite the fact that he has said: “If there’s homosexual men, the punishment is one of five things. One – the easiest one maybe – chop their head off, that’s the easiest. Second – burn them to death. Third – throw ’em off a cliff. Fourth – tear down a wall on them so they die under that. Fifth – a combination of the above.” May’s government admitted two jihad preachers who had praised the murderer of a foe of Pakistan’s blasphemy laws.",0,0,0,1,0,0,0,0
May’s government admitted two jihad preachers who had praised the murderer of a foe of Pakistan’s blasphemy laws.,0,0,0,0,0,0,0,0
"…Chris Bryant, a senior Labour backbencher, has written to May urging her to go further, and issue an official ban on Donald Trump from entering the UK on the grounds he is condoning fascism and his presence is “not conducive to the public good”, a senior Labour MP has said.",0,0,1,0,0,0,0,0
"For Chris Bryant, apparently “fascism” means “defense of Britain and its values against jihad terror.",0,0,0,0,0,0,1,0
"The UK Home Office also admitted Shaykh Hamza Sodagar into the country, despite the fact that he has said: “If there’s homosexual men, the punishment is one of five things. One – the easiest one maybe – chop their head off, that’s the easiest. Second – burn them to death. Third – throw ’em off a cliff. Fourth – tear down a wall on them so they die under that. Fifth – a combination of the above.",0,0,1,0,0,0,0,0
"This is often done in comment boxes or responses to online queries at neo-Catholic websites, wherein the neo-Catholic commentator professes he can find no source for a given quotation—meaning he hasn’t bothered to do any serious investigation beyond a few Google searches. Take this quotation of Pius XII, for example, speaking in 1931 when he was still Monsignor Pacelli, serving as Pius XI’s Secretary of State:",0,0,1,0,0,0,0,0
Let’s give our neo-Catholic friends another “apocryphal” quotation to dismiss out of hand.,1,0,0,0,0,0,0,0
And what inference might one draw from the coincidence that Saint Francis’ prophecy of a future “destroyer” in the papal office seems to correspond rather well with the pontificate of the only Pope who has taken Francis’ name as his own?,0,0,1,0,0,0,0,0
"I hear all around me innovators who wish to dismantle the Sacred Chapel, destroy the universal flame of the Church, reject her ornaments and make her feel remorse for her historical past.",0,0,0,0,0,0,0,0
"In our churches, Christians will search in vain for the red lamp where God awaits them. Like Mary Magdalene, weeping before the empty tomb, they will ask, “Where have they taken Him?",0,0,0,0,0,0,0,0
His attempt to debunk the quotation involved nit-picking about what he claimed were factual errors elsewhere in the Roche biography. But he had no evidence that the quotation as such was a fabrication. He simply wished that it was so.,0,0,1,0,0,0,0,0
This one pertains to an astonishing prophecy by Saint Francis of Assisi about a future occupant of the Chair of Peter:,0,0,0,0,0,0,0,0
"The time is fast approaching in which there will be great trials and afflictions; perplexities and dissensions, both spiritual and temporal, will abound; the charity of many will grow cold, and the malice of the wicked will increase. The devils will have unusual power; the immaculate purity of our Order, and of others, will be so much obscured that there will be very few Christians who obey the true Supreme Pontiff and the Roman Church with loyal ears and perfect charity.",0,0,0,0,0,0,0,0
"“Those who persevere in their fervor and adhere to virtue with love and zeal for the truth, will suffer injuries and persecutions as rebels and schismatics; for their persecutors, urged on by the evil spirits, will say they are rendering a great service to God by destroying such pestilent men from the face of the earth…",0,0,0,0,0,0,0,0
"Moreover, in 1882 there could hardly have been any “radical traditionalist” motive to circulate phony quotations of the saint. ""St.",0,0,0,0,0,0,0,0
That question answers itself.,0,0,0,0,0,0,0,0
"“Act bravely, my brethren; take courage and trust in the Lord.",0,0,0,0,0,0,0,0
The caravan has been growing steadily since it left the violent Honduran city of San Pedro Sula on Saturday.,0,0,0,0,0,0,0,0
"The migrants hope to reach Mexico and then cross its northern border with the United States, to seek refuge from endemic violence and poverty in Central America.",0,0,0,0,0,0,0,0
"I am watching the Democrat Party led (because they want Open Borders and existing weak laws) assault on our country by Guatemala, Honduras and El Salvador, whose leaders are doing little to stop this large flow of people, INCLUDING MANY CRIMINALS, from entering Mexico to U.",0,0,1,0,0,0,1,0
"In addition to stopping all payments to these countries, which seem to have almost no control over their population, I must, in the strongest of terms, ask Mexico to stop this onslaught - and if unable to do so I will call up the U.",0,1,0,0,0,0,0,0
"In addition to stopping all payments to these countries, which seem to have almost no control over their population, I must, in the strongest of terms, ask Mexico to stop this onslaught - and if unable to do so I will call up the U.S. Military and CLOSE OUR SOUTHERN BORDER!",0,0,0,1,0,0,0,0
"The assault on our country at our Southern Border, including the Criminal elements and DRUGS pouring in, is far more important to me, as President, than Trade or the USMCA.",0,0,0,0,0,0,1,0
They are unconstitutional and neither Congress nor you have the authority to give American's money to these countries.,1,0,0,0,0,0,1,0
The USMCA is a disaster and should be done away with without this threat of a caravan of migrants.,0,0,0,0,0,0,0,0
He then pointed out that many who cross the border are criminals and are coming to engage in criminal activity.,0,0,1,0,0,0,0,0
"Kavanaugh was a “mean drunk,” she stated.",1,0,0,0,0,0,0,0
"In response, Kavanaugh labeled Swetnick's salacious allegations ""ridiculous and from the Twilight Zone.",0,0,0,0,0,0,0,0
"To no one’s surprise, Trump’s legal tormentor, Stormy Daniels attorney Michael Avenatti, whom Tucker Carlson has dubbed “creepy porn lawyer,” is representing Swetnick.",1,0,0,0,0,0,0,0
The president slammed Avenatti.,0,0,0,0,0,0,0,0
"“Avenatti is a third rate lawyer who is good at making false accusations, like he did on me and like he is now doing on Judge Brett Kavanaugh[,]” Trump wrote on Twitter.",1,0,1,0,0,0,0,0
“He is just looking for attention and doesn’t want people to look at his past record and relationships - a total low-life!,1,0,0,0,1,0,0,0
He rejected Swetnick’s allegations as “another beauty” and described Avenatti as a “con artist.,1,0,0,0,0,0,0,0
"“And then you this other con artist, Avenatti, come out with another beauty today.",1,0,0,0,0,0,0,0
"Democrats predictably freaked out at the decision to have a woman lead the questioning since their primary objective here is to embarrass and discredit Kavanaugh and other Republicans, not get at the truth.",0,0,0,0,0,0,0,0
"Given that Kavanaugh has already passed six incredibly intrusive FBI investigations, odds are Ford is lying or suffering from some kind of psychological disorder such as false memory syndrome.",0,0,1,0,0,0,0,0
"The case against confirming Kavanaugh may be somewhere between weak and non-existent, but the constant repetition of the unsupported allegations in the Trump-hating media is clearly taking its toll on the nominee.",1,0,0,0,0,0,0,0
“Rush Limbaugh to Republicans: ‘You can kiss the MIDTERMS goodbye if you don’t get highly qualified Kavanaugh approved.,0,0,1,0,0,0,0,0
"She describes the nominee as “Brett Kavanaugh, the boy who sexually assaulted me,” and claims “Brett’s assault on me drastically altered my life,” but at the same time acknowledges “Brett did not rape me.",1,0,0,0,0,0,0,0
"With all the mud Democrats have been slinging at Kavanaugh, he would be thrilled to be approved by a margin as wide as 52 to 48.",0,0,0,0,0,0,0,0
Avenatti’s Freak Show,1,0,0,0,0,0,0,0
"On the eve of a historic Supreme Court confirmation hearing, two more women have materialized out of thin air to accuse President Trump’s high court nominee Brett Kavanaugh of sexual improprieties – bringing the total number of accusers to four.",0,0,0,0,0,0,0,0
Even more eleventh-hour character-assassination attempts may be coming given the enraged Left’s determination to prevent the judge’s ascent to the Supreme Court at all costs.,1,0,0,0,0,0,0,1
"The new allegations surfaced yesterday as the Senate Judiciary Committee battens down the hatches for a hearing today to receive oral evidence from the first accuser, Christine Blasey Ford, 51, who claims Kavanaugh, 53, tried to rape her decades ago when he was a high school student.",0,0,0,0,0,0,0,0
Swetnick claimed to have been gang-raped at one of these parties in 1982 as a result of consuming a spiked drink that contained “Quaaludes or something similar.,0,0,0,0,0,0,0,1
"Committee Republicans considered the political optics and didn’t relish the prospect of their all-male team of 11 senators questioning a woman so they hired sex-crimes prosecutor Rachel Mitchell of Maricopa County, Arizona, to ask the questions at what promises to be a highly-watched hearing.",1,0,0,0,0,0,0,0
I categorically and unequivocally deny the allegation against me by Dr.,0,0,0,0,0,0,0,0
“I am terrified.,0,0,0,0,0,0,0,0
"Only left-wingers and feminists like Maureen Dowd still believe Hill, now an utterly undistinguished politically correct scholar who discredited herself by –among other things— following her then-boss Thomas as his subordinate when he switched jobs.",1,0,0,0,0,0,0,0
"Conservatives need to remember that the purpose of the Left’s frenzied, demagogic assault is to damage the nominee, and by extension, the president who nominated him.",1,0,0,0,0,0,0,0
But all the lies about Thomas at what he described as a “high-tech lynching for uppity blacks” had an effect.,1,0,0,0,0,0,0,0
"As the days have become weeks, the weeks will become months, and survival will get more difficult.",0,0,0,0,0,0,0,0
"“Puerto Rico has experienced a natural disaster of a magnitude not seen in over a century, and we are doing everything possible to address the needs of the American citizens of Puerto Rico during this time of crisis,” Rosselló wrote.",0,1,0,0,0,0,1,0
"“However, the unprecedented level of destruction, coupled with the almost complete shut-down of business in Puerto Rico, have made it impossible for us to meet the considerable human needs without the measures proposed above,” he added.",0,1,0,0,0,0,0,0
"This is devastating news for those living in Puerto Rico, as foreign ships can no longer bring aid to the hurricane-ravaged island from U.",1,0,0,0,0,0,0,0
"In the wake of Hurricane Maria’s wrath, Puerto Rico remains devastated.",0,0,0,0,0,0,0,0
The notorious lavender mafia anxiously sought a simpatico Pope to advance its reformist homosexual agenda.,1,0,0,0,0,0,0,0
That the most prolific serial predator Cardinal would divulge the pre-Conclave Bergoglio plot to “reform the Church.,0,1,0,0,0,0,0,1
#StopTheSynod.,0,0,0,0,0,0,0,1
"Known for his manipulative polls and magical modernistic results, Baldisseri infamously stated that “dogma has its own evolution.",0,0,0,0,0,0,0,0
These swarmy power brokers have colluded far too long at the tragic expense of innocent boys and seminarians.,1,0,0,0,0,0,0,0
McCarrick described the conversation with the Influential Roman:,0,0,0,0,0,0,0,1
"“Before we went into the General Congregation, a very interesting and influential Italian gentleman came to see me at the Seminary (where else?",0,0,0,0,0,0,0,1
"We sat down and he’s a very brilliant man, very influential in Rome and said he had a favor to ask of me back home in the U.",0,0,0,0,0,0,0,1
Influential Roman: What about Bergoglio?,0,0,0,0,0,0,0,1
Influential Roman: Does he have a chance?,0,0,0,0,0,0,0,1
Influential Roman: He could do it you know.,0,0,0,0,0,0,0,1
Influential Roman: He could reform the Church.,0,0,0,0,0,0,0,1
