text,"['Name_Calling,Labeling']","['Exaggeration,Minimisation']","['Doubt', 'Appeal_to_fear-prejudice']",['Black-and-White_Fallacy'],"['Straw_Men', 'Whataboutism', 'Red_Herring']",['Bandwagon'],['Flag-Waving'],"['Repetition', 'Slogans']"
"The reaction from the police, in this case, has shown that they believe they have a license to kill and that they cannot be trusted to monitor themselves and keep one another in check.",0,0,1,0,0,0,0,0
They have no interest in serving justice when it comes to enforcing crimes against their own.,0,0,0,0,0,0,0,0
"Referring to the days Soliah/Olson had spent in the SLA under the leadership of Donald DeFreeze (“Field Marshal Cinque”), Ellison hailed Soliah/Olson as a “black gang member” and portrayed her as a victim of government persecution.",1,0,0,0,0,0,0,0
"This is a man who follows a demonic religion, Islam, and supports cop killers.",1,0,1,0,0,0,0,0
Scott Johnson reports on Ellison's sordid history supporting such criminals.,0,0,0,0,0,0,0,0
Cop Killer Supporter Keith Ellison Calls Cops To Protect Him From Female Journalist Armed With Mic & Camera Phone,1,0,0,0,0,0,0,0
"Failing to answer, Ellison tried to move from person to person, allowing his minions to try and provide cover for him, similar to that of Maxine Waters, but there was no ""member's only"" elevator to flee into.",1,0,0,0,0,0,0,0
"In September 1992 Minneapolis police officer Jerry Haaf was murdered execution-style, shot in the back as he took a coffee break at a restaurant in south Minneapolis.",0,0,1,0,0,0,0,0
Regimes come and go; dupes are forever.,1,0,0,0,0,0,0,0
"Shame on you, Hakim Muhammad!",0,0,0,0,0,0,0,0
Keith Ellison (D-MN) is the epitome of an effeminate man today in America.,1,0,0,0,0,0,0,0
But seeking the top law enforcement job in Minnesota and running for statewide office should be a more daunting challenge because Ellison is an extraordinarily poor fit for the job.,1,0,0,0,0,0,0,0
"Among the troubling threads that run through Ellison’s career: support for cop killers. In September 1992 Minneapolis police officer Jerry Haaf was murdered execution-style, shot in the back as he took a coffee break at a restaurant in south Minneapolis.",0,0,0,0,0,0,0,1
“We seem to have an overabundance of bad police.,0,0,0,0,0,0,0,0
“They’ve got to go.” The Pioneer Press account concludes with Ellison’s contribution to the demonstration: “Ellison told the crowd that the police union is systematically frightening whites in order to get more police officers hired.,0,0,0,0,0,0,0,1
"Ellison led the crowd assembled at the courthouse in a chant that was ominous in the context of Haaf’s cold-blooded murder: “We don’t get no justice, you don’t get no peace.” Ellison’s working relationship with Sharif Willis finally came to an end in February 1995, when Willis was convicted in federal court on several counts of drug and gun-related crimes and sent back to prison for 20 years.",0,0,0,0,0,0,0,1
"In his National Lawyers Guild speech Ellison spoke favorably of cop killers Mumia Abu-Jamal and “Assata Shakur” (Joanne Chesimard), who was wanted for the murder of New Jersey state trooper Werner Foerster in 1973.",0,0,0,0,0,0,0,1
One of the most glaring instances showing her privilege was the fact that the Texas Rangers said in their report that Jean refused to obey Guyger’s “verbal commands.,0,0,0,0,0,0,0,0
"” Had anyone else but a cop walked into an apartment and killed an innocent man, do you believe that investigators would have said anything like this?",1,0,0,0,0,0,0,0
"Now, even if police would try to search the killer cop’s apartment, it’s too late.",1,0,0,0,0,0,0,0
"On Sunday, apartment staff notified residents in an email that Guyger “has vacated her apartment and no longer resides at our community.",0,0,0,0,0,0,1,0
"While residents can certainly sleep better knowing that they don’t have to fear a killer cop walking into their apartment and murdering them, the family of Botham Jean likely sees this as one more instance of injustice.",1,0,1,0,0,0,0,1
"For those who don’t recall, police egregiously released the search warrant findings of Jean’s apartment on the day his family buried his dead body.",0,0,0,0,0,0,0,0
"However, they failed miserably at it.",0,0,0,0,0,0,0,0
"According to The Daily Caller, the police didn’t find the little boy, named Abdul-Ghani Wahhaj, but they did discover 11 other children between the ages of one and 15-years-old being held in the “saddest living conditions and poverty I have seen,” Taos County Sheriff Jerry Hogrefe said in a statement posted to the agency’s Facebook page Saturday.",0,1,0,0,0,0,0,0
"Siraj Wahhaj, 39, and Lucas Morten, two very heavily armed men who are believed to be “extremist[s] of the Muslim belief,” were running the horrifying compound, Hogrefe said.",1,1,0,0,0,0,0,0
11 Children Have Been Rescued From a Muslim Extremist-Run Compound In NM,1,0,0,0,0,0,0,0
Eleven children were rescued from a compound in New Mexico which was being run by armed Muslim extremists.,1,0,0,0,0,0,0,0
Authorities found all the children living in deplorable living conditions after raiding the property looking specifically for a three-year-old boy.,0,0,0,0,0,0,0,0
The warrant was immediately obtained after a Georgia investigator forwarded a message in which someone at the compound reportedly told another person that people who were living in the shanty were starving and needed water.,1,0,0,0,0,0,0,0
"District Court Judge Timothy Kelly, a Trump appointee, said the White House had violated Acosta’s Fifth Amendment right to due process by suspending his press badge without explanation or a chance for CNN to appeal the decision.",0,0,0,0,1,0,0,0
"More like a strong, lying, propagandizing press, right CNN?",1,0,0,0,0,0,0,0
"In speaking about the rules and regulations the White House is writing up, Trump added, ""We’re writing them now.",0,0,0,0,0,0,0,1
"We had a lot of reporters in that room, many many reporters in that room and they were unable to ask questions because this guy gets up and starts, you know, doing what he’s supposed to be doing for him and for CNN and you know just shouting out questions and making statements, too.",0,0,0,0,0,0,0,1
"You know that isn't going to stop someone like Acosta, who claimed to deal in facts and truth, but clearly demonstrated he was all about lies when it came to putting his hands on a White House aide.",0,0,0,0,0,0,0,0
"Perhaps from now on, President Trump should ignore Jim Acosta and take anyone and everyone else's questions in the room but his questions.",0,1,0,0,0,0,0,0
"WASHINGTON – A federal judge on Friday ordered the White House to restore CNN reporter Jim Acosta’s press badge, which had been revoked earlier this month after a contentious exchange at a news conference with President Donald Trump.",0,0,0,0,0,0,0,0
"Our sincere thanks to all who have supported not just CNN, but a free, strong and independent American press.",0,0,0,0,0,0,1,0
"“I will say this, look, nobody believes in the First Amendment more than I do and if I think somebody is acting out of sorts I will leave,"" Trump continued.",0,1,0,0,0,0,0,0
"An article, “What the Red Pill Means for Radicals,” published on June 7 in the ironically named publication Fair Observer might have passed unnoticed as yet another uninformed, biased and ideologically motivated attack on all who ever get labeled “extremists.",1,0,1,0,0,0,0,0
"Note the claims – utterly disingenuous, as it turns out – that the labeling of certain people or groups as “violent extremists” is entirely due to their own behavior; in other words, don’t worry, folks, it’s all scientifically objective.",1,0,0,0,0,0,0,1
"This was a heinous crime, and should rightly be condemned.",0,0,0,0,0,0,0,0
"Is it simply a coincidence that this “researcher,” prior to coming to Oxford University, worked for Tell Mama, that factory for the production of bogus claims about Islamophobia?",1,0,0,0,0,0,0,1
” The piece is so riddled with non-sequiturs and wild generalizations that it seems almost cruel to rip it to shreds.,0,0,0,0,0,0,0,0
"The project in question is under the banner of the Vox-Pol Network of Excellence, which “is designed to comprehensively research, analyse, debate, and critique issues surrounding violent online political extremism (VOPE).",0,0,0,0,0,0,0,0
This research group is only interested in violent extremism – according to their website.,0,0,0,0,0,0,0,1
But who guards the guardians?,0,0,1,0,0,0,0,0
Ganesh makes wild leaps and inferences.,0,0,0,0,0,0,0,0
"” The British counter-jihad movement is thus swept into the same group of violent extremists as Osborne, because Ganesh “knows” they encouraged him.",0,0,1,0,0,0,0,1
Yet Robinson explicitly fights AGAINST political violence.,0,0,0,0,0,0,0,0
What “narrative from British counter-jihad groups” can one find which suggests driving vehicles into innocent Muslims standing outside a mosque?,0,0,1,0,0,0,0,0
We have also the ridiculous idea that Tommy Robinson is “alt-right.,0,0,0,0,0,0,0,0
But there is none offered – only surmise and Ganesh’s mindreading techniques.,0,0,1,0,0,0,0,0
"The writer of this shoddy article is working at one of the most elite universities in the world, on research funded by the European Union, and giving advice based on this sloppy thinking to those who are in charge of manipulating and policing the communications and information we have online.",0,0,0,0,0,0,0,0
"Is it simply a coincidence that Tommy Robinson is now in prison, and that a “researcher” who presents such a misleading account of Robinson is currently actively engaged in consultation with Oxford University and the European Union in advising how to disrupt Robinson’s activities, reinforcing the lies and misrepresentations about him to those in power?",0,0,1,0,0,0,0,0
"Is this a partnership between Europe’s governments, the Internet giants, and Islamic influence?",0,0,1,0,0,0,0,0
"“The qualifier ‘violent’ is therefore employed here to describe VOX-Pol’s interest, which is in those that employ or advocate physical violence against other individuals and groups to forward their political objectives.",0,0,0,0,0,0,0,1
And the label of “violent extremist” turns out to be used very generously.,0,0,0,0,0,0,0,1
"Rather than thinking that it was outrage at the behavior of the gangs of Muslim men of Pakistani background who abused the girls portrayed in Three Girls that caused Osborne to lose his mind and commit his terrible crime, Ganesh blames Obsorne’s act on the likes of Tommy Robinson.",0,0,0,0,0,0,0,0
"After lecturing Trump, Acosta belligerently refused to yield the microphone to a White House staffer and pushed her arm away as she reached for the device, all of which was captured on video.",0,0,0,0,0,0,0,0
"Acosta ignorantly blathered on to reporters when he returned to the White House Friday after the court ruling, incorrectly claiming he won a great First Amendment victory.",0,1,0,0,0,0,0,0
"“And if he misbehaves, we’ll throw him out or we’ll stop the news conference,"" Trump said.",0,0,0,1,0,0,0,0
After interacting with President Trump – Acosta said he wanted to “challenge” him on calling the Central American caravans an “invasion” – the president called upon another reporter to speak.,1,0,0,0,0,0,0,0
We look forward to continuing to defend the White House's lawful actions.,1,0,0,0,0,0,0,0
Department of Justice said the court ruling was disappointing.,0,0,0,0,0,0,0,0
"The Acosta-CNN lawsuit was filed by Ted Boutrous and Trump-hating Republican lawyer Ted Olson, of the law firm Gibson, Dunn, and Crutcher.",1,0,0,0,0,0,0,0
"The yanking of the physical credential, by the way, isn’t exactly a grave hardship.",0,0,0,0,0,0,0,0
"The president described Acosta as ""unbelievably rude to [White House Press Secretary] Sarah Huckabee, who’s a wonderful woman,"" and said his administration is drawing up ""rules and regulations"" for White House reporters.",1,0,0,0,0,0,0,0
"“Journalists need to know that in this country their First Amendment rights of freedom of the press are sacred, they're protected in our Constitution,"" Acosta said.",0,0,0,0,0,0,1,0
"So yes, I am going to share some things in this article that are truly disgusting, but the goal is to show you that it is time to take our government back from the corrupt career politicians that are completely and utterly out of control.",1,0,0,0,0,0,1,0
"So yes, I am going to share some things in this article that are truly disgusting, but the goal is to show you that it is time to take our government back from the corrupt career politicians that are completely and utterly out of control. In recent days, CNN has interviewed dozens of people that worked on Capitol Hill, and almost every single one of them had stories of sexual harassment to share…",0,0,0,0,0,0,0,0
"We have no choice but to clean up our government because the rest of the world is laughing at us. On Tuesday, U.",0,0,1,0,0,0,0,0
"She left, she found another job.",0,0,0,0,0,0,0,1
"According to an ex-Secret Service agent, Vice-President Joe Biden was regularly engaged in “Weinstein-level” predatory behavior…",1,0,0,0,0,0,0,0
An ex-Secret Service agent is claiming that former Vice President Joe Biden engaged in “Weinstein-level” sexual assault and that he would walk around the VP residence late at night completely naked.,1,0,0,0,0,0,0,0
"I am going to share some things with you in this article that are deeply disturbing, but it is for a purpose.",0,0,0,0,0,0,0,0
"The status quo is not acceptable in Washington, and once people truly understand how deep the corruaption runs I believe that they will get motivated to finally drain the swamp once and for all.",0,0,1,0,0,0,0,0
"In an environment with “so many young women,” said one ex-House aide, the men “have no self-control.” “Amongst ourselves, we know,” a former Senate staffer said of the lawmakers with the worst reputations.",0,0,0,0,0,0,0,0
"And sometimes, the sexual advances from members of Congress or senior aides are reciprocated in the hopes of advancing one’s career — what one political veteran bluntly referred to as a “sex trade on Capitol Hill.”",0,0,0,0,0,0,0,1
The American people are not going to put up with this any longer. We have no choice but to clean up our government because the rest of the world is laughing at us.,0,0,0,0,0,0,1,0
"” Speier said one of the harassers has propositioned women with the comment, “Are you going to be a good girl?” Another has exposed his genitals, she said, and some victims have had “their private parts grabbed on the House floor.",0,0,0,0,0,0,0,0
"” Another has exposed his genitals, she said, and some victims have had “their private parts grabbed on the House floor.",0,0,0,0,0,0,0,0
"” Another has exposed his genitals, she said, and some victims have had “their private parts grabbed on the House floor.” “All they ask in return as staff members is to be able to work in a hostile-free work environment.",0,0,0,0,0,0,0,0
She said that one current member of Congress exposed his private parts to a female staffer when she delivered papers to his house…,0,0,0,0,0,0,0,0
This kind of behavior is not acceptable for anyone in a civilized society – and that goes double for someone that is supposed to be one of the leaders of our nation. Here are the exact words that Comstock used as she described this incident…,0,0,0,0,0,0,1,0
"According to Big League Politics’ Cassandra Fairbanks, a Secret Service agent who spoke on condition of anonymity revealed that Biden “would mess with every single woman or teen,” and that a Christmas get-together at the VP’s house had to be canceled “because Biden would grope all of our wives and girlfriend’s asses.",0,1,0,0,0,0,0,0
"According to Big League Politics’ Cassandra Fairbanks, a Secret Service agent who spoke on condition of anonymity revealed that Biden “would mess with every single woman or teen,” and that a Christmas get-together at the VP’s house had to be canceled “because Biden would grope all of our wives and girlfriend’s asses.” In fact, things were so bad that at one point a Secret Service agent almost got into a fight with Biden.",0,0,0,0,0,0,0,0
"According to Big League Politics’ Cassandra Fairbanks, a Secret Service agent who spoke on condition of anonymity revealed that Biden “would mess with every single woman or teen,” and that a Christmas get-together at the VP’s house had to be canceled “because Biden would grope all of our wives and girlfriend’s asses.”",0,1,0,0,0,0,0,0
"We are supposed to serve as an example to the rest of the world, and instead, we have become a bad joke.",0,0,0,0,0,0,1,0
Those that have been engaging in this sort of shameful behavior have got to go because we simply are not going to put up with it anymore. Article posted with permission from End of the American Dream,0,0,1,0,0,0,0,0
"Kelly was nothing but surreal, and honestly, he should be impeached over his frivolous ruling that demanded the White House reinstate CNN reporter Jim Acosta's press pass.",0,1,0,0,0,0,0,0
"However, the White House has decided to comply, which I wonder just how dangerous a precedent this sets, and as a result, White House Press Secretary Sarah Sanders has issued a code of conduct for the White House press.",0,0,0,0,0,0,0,0
"The fact that the White House submitted to such a ridiculous demand when it is simple human decency to conduct one's self in a proper manner, unlike how Jim Acosta treated both Sarah Sanders, President Donald Trump and a White House aide, is a testimony to how little those who represent us know of our Constitution.",0,0,0,0,0,0,1,0
"For any constitutionalist, the ruling by Trump-appointed Judge Timothy J.",1,0,0,0,0,0,0,0
Seriously!,0,0,0,0,0,0,0,0
I can see this going way downhill.,0,0,0,0,0,0,0,0
"And the flustered former president, more famous for his Don Juan-like seductions than for his policy legacy, portrayed himself, not Lewinsky, as history's victim in the mass-media's retelling of the 1990s saga.",1,0,0,0,0,0,0,0
Her too: Lewinsky has emerged as an anti-bullying activist and now says Clinton engaged in a 'gross abuse of power' by seducing her,0,0,0,0,0,0,0,0
"In a March essay for Vanity Fair magazine, Lewinsky wrote that 'what transpired between Bill Clinton and myself was not sexual assault, although we now recognize that it constituted a gross abuse of power.",0,0,0,0,0,0,0,0
"'I’m sorry to say I don’t have a definitive answer yet on the meaning of all of the events that led to the 1998 investigation,' Lewinsky wrote of the public humiliation that played out in seeming slow motion.",0,0,0,0,0,0,0,0
"But decades later, she's still traumatized by the aftermath of being identifed globally as the your woman the President of the United States kept on the side and used for his own pleasure just a few feet from the Oval Office.",0,0,0,0,0,0,0,0
Two-thirds of the American people sided with me.,0,0,0,0,0,0,1,0
"Former President Bill Clinton insisted in a weekend interview that he doesn't owe a personal apology to Monica Lewinsky, the former White House intern whose adult life has been defined by their inappropriate sexual affair and the global scrutiny that followed.",0,0,0,0,0,0,0,0
"Clinton, pictured denying his May-December affair when he was president, was already noted at the time for his lothario habits",1,0,0,0,0,0,0,0
"“This severe and unprecedented punishment is the culmination of years of hostility by President Trump against CNN and Acosta based on the contents of their reporting — an unabashed attempt to censor the press and exclude reporters from the White House who challenge and dispute the president’s point of view,” the suit says.",0,0,0,0,0,0,0,0
"“Our sincere thanks to all who have supported not just CNN, but a free, strong and independent American press.",1,0,0,0,0,0,1,0
7 after a testy exchange with President Donald Trump at a White House news conference.,0,0,0,0,0,0,0,0
"It was the latest in a series of public confrontations between Acosta and Trump, who has repeatedly characterized CNN’s critical coverage of him as “fake news” since the 2016 presidential campaign.",1,0,0,0,0,0,0,0
"The White House argued that Acosta’s behavior, which it described as rude and aggressive, was the reason for revoking his credential.",1,0,0,0,0,0,0,0
Writs of habeas corpus challenge illegal detention.,0,0,0,0,0,0,0,1
"At a Friday hearing, Saris expressed concern that ICE had broken its word with Rombot after telling him in 2015 that he would ""be given an opportunity to prepare for an orderly departure"" before being deported.",0,0,0,0,0,0,0,0
"What we have here is that Saris realized she has no authority over the deportation of illegal aliens, but she will do her best to throw a wrench in the works by attempting to get illegal aliens released from custody, so they can then disappear into the United States and consequently not be deported.",0,0,0,0,0,0,0,1
"However, the law is quite clear, the United States has the authority to detain illegal aliens; T itle 8 of the United States Code, Section 1226, Arrest And Detention Of Aliens , gives such authority to the Executive Branch.",0,0,0,0,0,0,0,1
Kritarch Saris is in the wrong on both counts; she has neither authority over the detention of illegal aliens nor any authority to continue the Obama Regime Administrative Amnesty.,0,0,0,0,0,0,0,1
"Kritarch Saris has apparently seen the SCOTUS writing on the wall, and perhaps had an attack of her legal conscience and decided that she will acquiesce on the major issue, but fight on a minor issue.",0,0,0,0,0,0,0,0
"However, she will not let it go quietly into the night.What we have here is that Saris realized she has no authority over the deportation of illegal aliens, but she will do her best to throw a wrench in the works by attempting to get illegal aliens released from custody, so they can then disappear into the United States and consequently not be deported.",0,0,0,0,0,0,0,0
"And despite her realization that she has no authority over immigration policy, or that she will just be overruled, Saris again reaches, basing her assumption of authority over immigration based on the past Obama Regime Administrative Amnesty , when illegal aliens weren't deported.",0,0,0,0,0,0,0,0
"She is like Derrick Kahala Watson , a treasonous kritarch, unwilling to submit her hunger for power and ideology to the Constitution and the law.",1,0,0,0,0,0,0,0
Impeachment for her and Watson is the solution.,0,0,0,1,0,0,0,0
"Before Trump discussed Iran’s breaches of the nuclear deal, he first demonstrated that contrary to the expressed views of his top advisers, it is impossible to limit a realistic discussion of the threat Iran constitutes to US national security and interests to whether or not and it what manner it is breaching the nuclear accord.",0,0,1,0,0,0,0,0
"And it won’t bring down the regime which by its nature ensures all of these things will remain a menace to the US, its allies and international security as a whole.",0,0,1,0,0,0,0,1
"For the first time since 2009, when Obama backed the murderous regime in Tehran, spurning the millions of Iranians who rose up in the Green Revolution, Trump opened up the possibility that the US may begin to base its policies toward Iran on reality.",0,0,0,0,0,0,0,0
Trump began his remarks by setting out Iran’s long rap sheet of aggression against America.,0,0,0,0,0,0,1,0
"Starting with the US embassy seizure and hostage crisis, Trump described Iran’s crimes and acts of war against America in greater detail than any of his predecessors ever did.",0,0,0,0,0,0,1,0
"Trump then turned his attention to Iran’s illicit ballistic missile program, its sponsorship of terrorism, including its links to al-Qaida, its aggression against its neighbors, its aggressive acts against maritime traffic in the Straits of Hormuz, and its bids to destabilize and control large swaths of the Middle East through its proxies.",0,0,1,0,0,0,0,0
"Only then, almost as an afterthought, did he announce that he was decertifying Iranian compliance with the nuclear deal, setting the conditions for the renewal of congressional sanctions on Iran and opening the floodgates of congressional sanctions on Iran in retaliation for the full spectrum of its aggressive and illicit acts against the US, its interests and allies.",0,0,0,0,0,0,0,1
"Unfortunately, it is also likely, indeed, it is more likely, that his words will not be translated into policies to achieve these critical aims.",0,0,1,0,0,0,0,0
"Over the past week, Trump and Corker have been involved in an ugly public fight precipitated by Corker’s announcement that he will not be seeking reelection next year.",0,0,0,0,0,0,0,0
"Distressingly, US Ambassador to the UN Nikki Haley, the most outspoken supporter of decertifying Iranian compliance in the Trump administration, told NBC on Sunday that the US intends to remain in the nuclear deal.",1,0,0,0,0,0,0,0
"By merging Iran’s external aggression with its internal repression, Trump signaled a readiness to drive a wedge – or expand the wedge – between the authoritarian theocrats that rule Iran and the largely secular, multiethnic and pro-Western people of Iran.",1,0,0,0,0,0,0,0
"By placing the nuclear deal in the context of Iran’s consistent, overarching hostility and aggression, Trump made it self-evident that no US interest is served in continuing to give Iran a free pass from congressional sanctions.",0,0,0,0,0,0,0,0
"After putting them on notice, Trump discussed the possibility of improving Obama’s nuclear accord.",0,0,0,0,0,0,0,0
What is true for Corker is doubly true for the Democrats.,0,0,0,0,0,0,0,0
It won’t take away Iran’s enriched uranium.,0,0,0,0,0,0,0,1
It won’t destroy Iran’s nuclear installations.,0,0,0,0,0,0,0,1
An improved deal won’t destroy Iran’s centrifuges.,0,0,0,0,0,0,0,1
"If they fail, the possibility Trump created will be lost, perhaps irrevocably.",0,0,0,0,0,0,0,0
"Acosta’s pass was yanked following an incident at President Donald Trump’s November 7 press conference, where the CNN correspondent argued with Trump instead of asking questions (not for the first time) and physically prevented a White House intern from taking the microphone away from him.",0,0,0,0,0,0,0,0
Obama’s “spiritual advisor” Rev.,1,0,0,0,0,0,0,0
"” Reached by TPM on Thursday, Muhammad said a “staff member” for the CBC contacted him “sort of in a panic” after he took the photo at a caucus meeting in 2005.",0,0,0,0,0,0,0,0
Obama recollects Farrakhan’s black nationalist capitalist campaign to get black people to use toothpaste manufactured by black-owned businesses.,0,0,0,0,0,0,0,1
Farrakhan’s eventual failure suggests to Obama that’s there is more economic upside for blacks in shaking down white institutions than in building their own.,0,0,0,0,0,0,0,0
"Reading Obama’s 1995 memoir, you might almost get the impression that after a prudent first term, during his second he might side with, I dunno, Black Lives Matter and encourage a wave of black rage and police retreat that drove up the death toll from murder by 20% in his last two years in office, an incremental death toll a little bigger than the U.",0,0,0,0,0,0,0,0
"Reading Obama’s 1995 memoir, you might almost get the impression that after a prudent first term, during his second he might side with, I dunno, Black Lives Matter and encourage a wave of black rage and police retreat that drove up the death toll from murder by 20% in his last two years in office, an incremental death toll a little bigger than the U.S. combat death toll from the equally stupid Iraq War.",0,0,1,0,0,0,0,0
"Muhammad said he thought the photograph would be “damaging politically” if it were released and was afraid that someone might “break into his apartment” looking for it, like “that Watergate crap.",0,0,1,0,0,0,0,0
"Still, the delay prompted critics to speculate that the delay signaled the White House was having second thoughts about the nomination.",0,0,0,0,0,0,0,0
"But experts now warn that because they are being used so much to treat the infection, antibiotics resistance is inevitable and making this disease much more terrifying.",0,0,1,0,0,0,0,1
Shock: Black Death Patients Are ESCAPING The Hospital Over Fear Of Needles As Officials Worry Plague Could Spread,1,0,1,0,0,0,0,0
"Patients in Madagascar who are currently suffering from the plague have “escaped” multiple hospitals in the area over fears of needles and hospital treatment as a whole, according to a shocking report in The Sun newspaper.",0,0,0,0,0,0,0,0
Security guards with at least one hospital have been tasked with forcefully keeping black death patients in the hospital as well as following the strict safety procedures set up in an attempt to quell the outbreak.,1,0,0,0,0,0,0,0
Officials at the hospital say the main reason why patients run away is that they are scared of needles and don’t have much experience of hospitals.,0,0,0,0,0,0,0,0
"Jean Benoit Manhes, the deputy representative of Unicef, told the Irish Times: “Some escaped because they’re afraid of needles.",0,0,0,0,0,0,0,0
"The newest warning about the outbreak of the airborne pneumonic plague, or black death, in Madagascar has been released.",1,0,0,0,0,0,0,0
News of infected patients running away from hospitals comes on the heels of reports that it is only a matter of time before the plague becomes resistant to the antibiotics that are currently being used to treat the outbreak.,0,0,1,0,0,0,0,1
Officials warn that it’s inevitable that this bacterial infection that’s infected over 2000 people will become resistant to antibiotics.,0,0,0,0,0,0,0,1
"Once the bacteria is resistant, the Madagascar healthcare system will be overwhelmed, and the disease will have control of the nation.",0,0,0,0,0,0,0,1
” Such incidents have prompted fears that the plague could spread even further with each confirmed case requiring 20 people have been in contact with to be treated as a precaution.,0,0,1,0,0,0,0,0
"As Slavo noted, should the disease spread to the African mainland, one can assume that it will be all but impossible to control, thus increasing the likelihood of global pandemic.",0,0,1,0,0,0,0,0
Black Death Warning: The Plague Is Impossible To Eradicate,1,0,1,0,0,0,0,0
"Even though the number of those infected has dropped in recent weeks, the plague will never truly be gone.",0,0,0,0,0,0,0,1
"That’s because the bacteria that causes plague is now so widespread in wildlife, that humans can’t do anything to get rid of it, said Dr.",0,0,0,0,0,0,0,0
"“It’s not possible to eradicate plague, as it is widespread in wildlife rodents outside the sphere of human influence,” Cheng wrote on The Conversation.",0,0,1,0,0,0,0,1
"Nine countries were urged by the World Health Organisation (WHO) to prepare for a black death attack, at the end of October.",1,0,1,0,0,0,0,0
An expert is warning the plague that has sickened over 2000 people in Madagascar since August is impossible to eradicate.,0,0,1,0,0,0,0,0
Unbelievable!,0,0,0,0,0,0,0,0
Sharia New Mexico: Islamic compound jihadis RELEASED on bond after charges of “Islamophobia” and “racism” (Islam is not a race),1,0,0,0,0,0,0,0
Shame on those who are supposed to uphold law and justice! Shame!,0,0,1,0,0,0,0,0
“Islamophobia” is a thought crushing device designed to silence any and critics and criticism of Islam.,1,0,0,0,0,0,0,0
"New Mexico compound jihadis released on bond after charges of racism and “Islamophobia” “THEIR LAWYER ARGUED THAT THERE WAS A DOUBLE STANDARD IN THE CASE BECAUSE HIS CLIENTS WERE MUSLIMS. HE ARGUED THAT IF THEY HAD BEEN CHRISTIAN AND WHITE, ‘WE MIGHT NOT BE HERE TODAY.",0,0,0,0,1,0,0,0
We can only hope that no one dies because of her folly.,0,0,1,0,0,0,0,0
"He argued that if they had been Christian and white, “we might not be here today.",0,0,0,0,1,0,0,0
Waco – the Feds killed ’em all. Shot it up and burned it down.,0,1,0,0,0,0,0,0
Editor's Note: Talk about injustice!,0,0,0,0,0,0,0,0
The Bundys and their supporters got nearly two years in jail and no one hurt a single person!,0,0,0,0,1,0,0,0
"Because sharia trumps dead children, school shooting training, kidnapping and jihad training.",0,1,0,0,0,0,0,0
"The children discovered at an “extremist Muslim” compound in New Mexico earlier this month were both trained to use firearms and taught multiple tactical techniques in order to kill teachers, law enforcement and other institution….",1,0,0,0,0,0,0,0
It is the tool in which the ummah enforces sharia blasphemy laws in the West.,1,0,0,0,0,0,0,0
Waco – the Feds killed ’em all.,1,0,0,0,0,0,0,0
New Mexico compound jihadis released on bond after charges of racism and “Islamophobia” “THEIR LAWYER ARGUED THAT THERE WAS A DOUBLE STANDARD IN THE CASE BECAUSE HIS CLIENTS WERE MUSLIMS.,1,0,0,0,0,0,0,0
"’” Bu Jihad Watch, August 13, 2018: Seriously?",0,0,0,0,0,0,0,0
"If they had been Christian and white, stockpiling weapons and plotting school shootings, with the ringleader being the son of one of the most respected Christian preachers in the country, there wouldn’t have been news coverage of anything else for weeks.",1,1,0,0,0,0,0,0
CNN and MSNBC would be running special reports on toxic Christianity and the crisis in the churches.,1,0,0,0,0,0,0,0
"But Muslim claims of victimhood are so polished and reflexive by now, and the Leftist acceptance of them so matter-of-fact and instinctive, that Judge Sarah Backus fell right into line.",1,0,0,0,0,0,0,0
"“Breaking: Judge makes stunning decision in Muslim compound case after charges of racism,” by Carlos Garcia, The Blaze, August 13, 2018 (thanks to Robert): In a hearing Monday, a New Mexico judge found that suspects in a bizarre child abuse case were not a danger to the public, and released them on bond.",1,0,0,0,0,0,0,0
Defense attorney blames Islamophobia Two Muslim men and three women are charged with 11 counts of child abuse each after police raided their compound in New Mexico and discovered 11 malnourished children living in squalor.,1,0,0,0,0,0,0,0
Prosecutors also said they obtained a letter from one of the suspects telling his brother to come to the compound and die like a martyr.,0,0,0,0,0,0,0,0
Shame!,0,0,0,0,0,0,0,1
This federal judge should know what the Constitution actually says and should have tossed this frivolous lawsuit in the trash where it belongs.,0,0,1,0,0,0,0,0
"It makes perfect sense when you have the same people who have absolutely no problem with mothers hiring hitmen to murder their babies in their wombs in the most brutal and barbaric fashion, and then sell off their body parts for profit, if they don't throw them in the trash or flush them down a toilet, calling for computer files to be kept by the government and not be allowed to be released to the public.",0,1,0,0,0,0,0,0
"Are you people serious? Why, yes, yes they are serious.",0,0,1,0,0,0,0,0
Deadly serious.,0,0,0,0,0,0,0,0
"Since our founders clearly said that our rights come from our Creator, and the Second Amendment acknowledges that the ""right of the people to keep and bear arms shall not be infringed,"" I truly wonder where he gets this idea the state has a right to do just that, infringe on the rights of the people by regulating firearms.",0,0,0,0,1,0,0,0
"he is reading something into it that is simply not there, but that's a Communist ideology you are seeing there, not an American one.",1,0,0,0,0,0,1,0
"Instead, he is demonstrating he is not even fit to sit on the bench, and the attorney generals of each of these states are demonstrating they are not fit to be in the office they are in.",0,0,1,0,0,0,0,0
Doesn't make much sense?,0,0,1,0,0,0,0,0
Free Tommy now.,0,0,0,0,0,0,0,1
The Sharia is being implemented in the United Kingdom and the Muslims are ready to seek total control.,0,0,1,0,0,0,0,0
